,funding_entity,sum(mean_spend)
34725,Friends of Preston Brown Jr.,2029.5
34726,Jill Suzanne Gillmore,2029.5
34727,Patrick Ambrossi for Jersey City Council,2029.5
34728,Mark Anthony Spence for Lauderdale Lakes City Commissioner Seat 4,2029.5
34729,Ana Markowski Smith,2029.5
34730,"Byars Firm, Inc.",2029.5
34731,William J Mulder,2029.5
34732,Caceres for School Board 2020,2029.5
34733,Allisen Chloe Merrill,2029.5
34734,Henry Lee Hutcheson,2029.5
34735,Yates & Associates,2029.5
34736,Workman & Associates,2029.5
34737,WIMBERLEY VALLEY WATERSHED ASSOCIATION,2029.5
34738,Joe Franklin For Manhattan Beach City Council 2020,2029.5
34739,Plus One Project,2029.5
34740,John Scott Riley,2029.5
34741,Stephen Thomas Robinson,2029.5
34742,Carlton Bernard Washington,2029.5
34743,Wendy Rawlins Tuck,2029.5
34744,Our-Comeback,2029.5
34745,Calle Machelle Janson,2029.5
34746,Teddy Burt Jones,2029.5
34747,Brian Matthew White,2029.5
34748,Wonder Canyon Online,2029.5
34749,Terrence Travers Grindall,2029.5
34750,Leslie A. Ellison,2029.5
34751,People for Housing - Orange County YIMBY,2029.5
34752,Bill Barnett for Mayor,2029.5
34753,David H Uible,2029.5
34754,Citizens for Jonny,2029.5
34755,HalcinforMississippi,2029.5
34756,Right Here in My Pocket,2029.5
34757,Coalition for Spiritual and Public Leadership,2029.5
34758,Ellen Spiegel Campaign,2029.5
34759,"Audrey Britton for Three River Parks Commissioner, District 1",2029.5
34760,SCHENECTADY FOUNDATION,2029.5
34761,THE COMMITTEE TO REELECT MAYOR STEVE HOLT,2029.5
34762,Williams for MO House 54,2029.5
34763,BLACK PRIDE DEPOT,2029.5
34764,LYNN CASEY-MAHER,2029.5
34765,Israel None Coronado,2029.5
34766,Darwin Jose Cruz,2029.5
34767,Citizens For Cameron Martin,2029.5
34768,SARAH RACHEL ROSE-STERN,2029.5
34769,Paul Theobald For Nebraska,2029.5
34770,BLM Stories,2029.5
34771,Beverly E Banfield,2029.5
34772,Derek Kent Simonis,2029.5
34773,Southern Westchester Action Committee - SWAC PAC,2029.5
34774,Aaron James Thompkins,2029.5
34775,Democratic Womens Club of Bay Couty,2029.5
34776,Ferlin D Kearns,2029.5
34777,411 Inspired,2029.5
34778,COVARRUBIAS FOR ADAMS COUNTY,2029.5
34779,Friends of Natasha Guynes,2029.5
34780,Spring Branch Management District ,2029.5
34781,ILLINOIS NURSES ASSOCIATION,2029.5
34782,Lekeisha Denise Moore,2029.5
34783,EXPAND THE MAP,2029.5
34784,Jimmy Charles Bales,2029.5
34785,Heartland Alliance for Human Needs & Human Rights,2029.5
34786,Eric Randall Ollenberger,2029.5
34787,Delaware State Education Association,2029.5
34788,Rick Beecroft for City Council,2029.5
34789,Committee to Elect Jesse Houle,2029.5
34790,Cynthia Lee Conner,2029.5
34791,Le Ann Wood,2029.5
34792,The Committee To Elect Page Misenhimer For County Supervisor District 5,2029.5
34793,Norma Delia Minjarez,2029.5
34794,Dino M Coronado,2029.5
34795,Malek Francis ,2029.5
34796,Robert Keith Jenner,2029.5
34797,Coolidge for North Tahoe Public Utility District 2020,2029.5
34798,100 for the 100th,2029.5
34799,Kelvin Nigel Gray,2029.5
34800,Putting Women In Their Place Inc,2029.5
34801,Lancaster County SC Democratic Party,2029.5
34802,Taryn Jessica Rosenberg,2029.5
34803,Timothy Koschmann for Orchard View Board,2029.5
34804,Amy Sue Roggenbuck,2029.5
34805,Legacy Housing,2029.5
34806,Risen Threads Apparel,2029.5
34807,Wade Alan Thibodeaux,2029.5
34808,Redmond Firefighters Association,2029.5
34809,Oye 4 US Representative,2029.5
34810,Jeffrey Lovit for Maine Senate,2029.5
34811,Jonathan Rodriguez,2029.5
34812,Dillon C Moran,2029.5
34813,Joel Gregory Ongert,2029.5
34814,Kristin Bryant Bryant,2029.5
34815,Derek Marten Wurst,2029.5
34816,Judge Maggie Jaramillo,2029.5
34817,Next Generation Democrats for Biden,2029.5
34818,"GLBTQ LEGAL ADVOCATES & DEFENDERS, INC.",2029.5
34819,Darlene Mcdonald,2029.5
34820,Friends of Sue Mullen,2029.5
34821,Niklas William Lars Bardor,2029.5
34822,Emily Lynne Russ,2029.5
34823,Stopping Traffic,2029.5
34824,Nathan Leo Lovett,2029.5
34825,Voice Pins,2029.5
34826,League of Women Voters of La Plata County,2029.5
34827,Rachel Ann Caballero,2029.5
34828,Julie Rowe for Sharon School Committee,2029.5
34829,GRACE HOUSE MINISTRIES,2029.5
34830,Tanner John Dritschler,2029.5
34831,Nick Myers for Corporation Commission,2029.5
34832,Kristie Ann Melendez,2029.5
34833,Matthew Alan Hennie,2029.5
34834,Megan Louise Miller,2029.5
34835,Theodore Levy,2029.5
34836,Immigrant Hope - Wyoming/Idaho,2029.5
34837,Leo Louis Dunson,2029.5
34838,SOREN SORENSEN FOR US HOUSE,2029.5
34839,"J. Garrett Green & Associates, LLC",2029.5
34840,Progress Lex Incorporated dba CivicLex,2029.5
34841,Jonathan Clark Anderstrom,2029.5
34842,Shannon del Prado for Pinecrest,2029.5
34843,Mariah Dawn Denzik,2029.5
34844,Sharod White,2029.5
34845,Kim Coco Iwamoto,2029.5
34846,"Citizens for Eugene P. Dooley, PAC",2029.5
34847,Mitchell Steven Klebanoff,2029.5
34848,REFUGEEONE,2029.5
34849,David A Flaherty,2029.5
34850,Matthew Reese Conoly,2029.5
34851,Seneca Cheyne Scott,2029.5
34852,Jeffrey John Meyer,2029.5
34853,Palmer for OCBE 2020,1999.0
34854,Twist It Up Inc,1998.0
34855,Julian Gold for Beverly Hills City Council 2020,1996.0
34856,Eddie Lucio III Campaign,1996.0
34857,Samra Mahmood Khawaja,1996.0
34858,Izabela Nowak,1996.0
34859,Derwin Montgomery for Congress,1996.0
34860,"Bill Brough for Assembly 2020, FPPC# 1415006",1996.0
34861,Committee to Elect Brandi L. Baird for Circuit Judge,1996.0
34862,Cathy Warner for Whittier City Councl FPPC # 1419357,1995.0
34863,Madison County Reagan Club,1995.0
34864,"Kingdom Authority Ministries, Inc.",1994.0
34865,DuPage Progressive Advocates PAC,1994.0
34866,Bobby Digby for Circuit Judge,1992.0
34867,Promise Land Men's Ministries,1991.0
34868,The Coalition to Unify Livermore for the Wine Country Hotel at the Bankhead Project 2020,1991.0
34869," BRENDA LANDWEHR FOR STATE REPRESENTATIVE - LINDA ARENSDORF, TREASURER",1990.0
34870,Taber Heisler,1990.0
34871,Mundell for Bangor,1990.0
34872,Mehmet Ali Sanlikol,1990.0
34873,Rindie Hunt for Court Clerk,1989.0
34874,Stand for Children,1989.0
34875,Troy David Launsby,1989.0
34876,Jennifer Girouard Chorn,1989.0
34877,Stephanie W Bowman Doroba,1989.0
34878,Zaven Zachary Charkchyan,1988.0
34879,MOST HIGH ENTERTAINMENT,1988.0
34880,Trinity Health Of New England,1988.0
34881,Sheila Pope Lawrence 4 OUSD School Board 2020 FPPC # 1427317,1988.0
34882,Sharis Manokian for Burbank City Council 2020,1988.0
34883,Peter W Beadle,1987.0
34884,Campaign to Elect Ken Wilkerson,1986.0
34885,Freddy Puza for Culver City Council 2020,1985.0
34886,Allen Bauer for State Rep. ,1985.0
34887,Friends of Pat McRae,1985.0
34888,Donna Lee Klingman,1985.0
34889,Arcade Odyssey,1985.0
34890,Ruth's List Florida,1985.0
34891,Lactation Education Resources,1985.0
34892,Murray W Day,1985.0
34893,Jim Zito for San Jose City Council District 8 - 2020,1984.0
34894,"BOULDER, COUNTY OF",1984.0
34895,Mike Welsh Campaign,1984.0
34896,Bill's Bike and Run,1984.0
34897,Mad Hildebrandt,1983.0
34898,Avishai Osher White,1983.0
34899,Friends of Lynn DeCoite,1983.0
34900,Ray Corrigan Sutherlin,1982.0
34901,Kuck Immigration Partners LLC,1982.0
34902,Friends of Aja Eyre,1982.0
34903,Glen Kirby For Sheriff,1981.0
34904,"Controller Ron Galperin Officeholder Acct 2013 777 S. Figueroa St, Ste 4050, LA, CA 90017 Additional info available at ethics.lacity.org",1981.0
34905,Christopher James Duncan,1981.0
34906,Office of Wisconsin State Representative Warren Petryk,1980.0
34907,Zev Matthew Fogelman,1980.0
34908,TREATMENT ADVOCACY CENTER,1980.0
34909,PAID FOR BY CAMERON SMYTH FOR CITY COUNCIL ,1980.0
34910,Company One Theatre,1980.0
34911,Alex Jeffrey Huard,1980.0
34912,Olufunmil O Ladigbolu,1980.0
34913,VoteDrBarlow,1980.0
34914,Elisabeth Christine Genasci,1980.0
34915,Citizens for Brentwood,1980.0
34916,AFFORDABLE HOUSING MANAGEMENT  ASSOCIATION - NORTHERN CALIFORNIA AND HAWAII,1980.0
34917,Nick Schultz for Burbank City Council 2020,1980.0
34918,LOVE GREATER THAN HATE PROJECT,1980.0
34919,Miranda Marie Mendozarobinson,1980.0
34920,Friends of Jeff Burton,1980.0
34921,"Citizens for Ken McClure - Gordon Elliott, Treasurer",1980.0
34922,Yes to Champaign Forests,1980.0
34923,Dustin Chapters,1980.0
34924,Democratic Socialists of America,1980.0
34925,Kimberly Sue Young,1980.0
34926,Joseph Casey Mcclure,1980.0
34927,Elect Pam Tobin 2020,1980.0
34928,The Vigilance Firm,1980.0
34929,Pathfinder Financial Advocates,1980.0
34930,Devon Nicole updegraff-Day,1980.0
34931,MVRed.com,1980.0
34932,Congressman Rick Larsen,1980.0
34933,Andrea Nicole Calvert,1980.0
34934,Edward Lee Bennett,1980.0
34935,Democrats for Manalapan,1980.0
34936,Abraham Osan Galvan,1980.0
34937,Nicole Leigh Walls,1980.0
34938,"Donna Sue Brown, Republican, for Supervisor of Elections, Wakulla County. Approved Political Advertisement",1980.0
34939,Terence J Ryan,1980.0
34940,Aaron Anthony Jackson,1980.0
34941,St. Mary's County Democratic Central Committee,1980.0
34942,Claire B Levy,1980.0
34943,Rembr Apparel,1980.0
34944,Erica Nicole Champion,1980.0
34945,Pima County Young Democrats,1980.0
34946,MILLS FOR WV,1980.0
34947,Brent Sweger for City Commission Campaign,1980.0
34948,Austin Zachary Dressler,1980.0
34949,"MERED, A BILLUE",1980.0
34950,Matthew Kenneth Lake,1980.0
34951,India  Li Ochs,1980.0
34952,Jay King Live Media,1980.0
34953,MGM INVEST PAC,1980.0
34954,Endeavor Report,1980.0
34955,Veterans for Responsible Leadership,1980.0
34956,Neddrick Malik Nichols,1980.0
34957,Rebecca Lee Holland,1980.0
34958,Spark Campaigns,1980.0
34959,James B Weston,1980.0
34960,"LOS PADRES FOREST WATCH, INC.",1980.0
34961,31st Legislative District Democrats,1980.0
34962,PAID FOR BY THE COMMITTEE TO ELECT DAVE STAUDT,1980.0
34963,John Leon Walker,1980.0
34964,Brent James Kelleher,1980.0
34965,Khadijah Ann White,1980.0
34966,Paul Benjamin Rich,1980.0
34967,Michael John Ostaffe,1980.0
34968,Friends of David Place,1980.0
34969,Nicky Pessi Damania,1980.0
34970,CALIFORNIA YOUNG DEMOCRATS FED PAC,1980.0
34971,Elect Delorias Lenard,1980.0
34972,Hawai`i Peace and Justice,1980.0
34973,Tafni Kay Labrum,1980.0
34974,Friends of John M. Holcomb,1980.0
34975,Delaware County Libertarian Committee,1980.0
34976,Borrello for Senate,1980.0
34977,Cover Alabama,1980.0
34978,Vote Knowis,1980.0
34979,Tobin Laurence Jones,1980.0
34980,Laura Jean Belsky,1980.0
34981,Dean for District Campaign Committee,1980.0
34982,Jason A Ross,1980.0
34983,Cyrway For Senate,1980.0
34984,NARAL PRO CHOICE OR,1980.0
34985,David Albert Schloegel,1980.0
34986,MISSION HOUSING DEVELOPMENT CORPORATION,1980.0
34987,Sieli for Commissioner,1980.0
34988,Kathy L Caulton,1980.0
34989,THE COMMITTEE TO ELECT TROY WILLIAMS,1980.0
34990,MARKER4SANTAFECOUNTYTREASURER,1980.0
34991,Putnam for School Board,1980.0
34992,ST. PHILIP INSTITUTE OF CATECHESIS AND EVANGELIZATION,1980.0
34993,Kimberly Wilburn for Hennepin County Commissioner District 6,1980.0
34994,Tuscarawas County Republican Party,1980.0
34995,Daryl Luthens,1980.0
34996,Jeremy Henderson Dyer,1980.0
34997,Denise Asaro Hall,1980.0
34998,"INTERNATIONAL INSTITUTE OF THE BAY AREA, THE",1980.0
34999,Joseph Thomas Hardesty,1980.0
35000,DontNYmyFlorida.com,1980.0
35001,Steven J Duskie,1980.0
35002,Buckhannon Values,1980.0
35003,Derek Wayne Manning,1980.0
35004,Your Vote Counts 2020,1980.0
35005,fyt,1980.0
35006,BingSickels 2020,1980.0
35007,Sergio Mauricio Alegre,1980.0
35008,Kyle Anthony Larsen,1980.0
35009,Bala Wear LLC,1980.0
35010,Sibley County Republicans,1980.0
35011,Versus Sports Simulator,1980.0
35012,"Ricky Booth for District 5, Osceola County Commission",1980.0
35013,Iowa Utility Association,1980.0
35014,Thomas Goetz for Citrus Heights City Council 2020,1980.0
35015,Ray Taylor Gregory,1980.0
35016,SUSAN MARY MATHISON-YOUNG,1980.0
35017,Kristin R Jewett,1980.0
35018,Tom Sottek for House of Representatives,1980.0
35019,Chris Stevens for Pocatello,1980.0
35020,Lupe Camacho For Rialto Mayor 2020,1980.0
35021,ARLINGTON PARTNERSHIP FOR AFFORDABLE HOUSING,1980.0
35022,The Tweet Cards,1980.0
35023,COMMITTEE TO ELECT AMANDA MCKINNEY,1980.0
35024,Alfred Lee Byerley,1980.0
35025,Timothy R Day,1980.0
35026,Aloha Aina Party LLC,1980.0
35027,Gillespie County Democrats,1980.0
35028,Armando Ruiz,1980.0
35029,Funding our Future 2020,1980.0
35030,City of Austin Office of Sustainability,1980.0
35031,Benjamin Robert Limbaugh,1980.0
35032,Atkinson/Plaistow Democratic Town Committees,1980.0
35033,Meemic Insurance Co.,1980.0
35034,William Earl Robinson Ii,1980.0
35035,New Hampshire Liberty Alliance PAC,1980.0
35036,"COOL THE EARTH, INC.",1980.0
35037,Friends of Shawn Allen,1980.0
35038,Friends to Elect Myron Freeman Sheriff of Fulton County,1980.0
35039,John T Broderick,1980.0
35040,Keith Michael Ammon,1980.0
35041,Marva Teresa Diaz,1980.0
35042,Citizens for Euclid Schools,1980.0
35043,HCB Realty Advisors,1980.0
35044,SagaCity Media Inc,1980.0
35045,Friends of Kyle Williams,1980.0
35046,Tyler James Graves,1980.0
35047,Patrick Daniel Krason,1980.0
35048,Crescent Peace Society,1980.0
35049,Carnegie Mellon University Institute for Politics and Strategy,1980.0
35050,Dunlop for Supervisor,1980.0
35051,Sam Hann Independent for Congress,1980.0
35052,Valerie Mcmurtry,1980.0
35053,Dayna Blazey For Judge,1948.5
35054,Open My Gym,1947.5
35055,Javier Martinez Gonzalez,1946.5
35056,Associated Students of the University of Utah,1946.5
35057,"BEVERLY GOSSAGE FOR KANSAS, MARILYN PEARSE, TREASURER",1945.5
35058,Re-Elect Constable Rick Sharp Campaign,1945.5
35059,Kim Yen Nguyen,1944.5
35060,"Capital Center for Law & Policy, McGeorge School of Law",1943.5
35061,William Simon Dwyer,1943.5
35062,Jon Menefee,1943.5
35063,David C Isom for Solano County Board of Supervisors 2020,1942.5
35064,Murrysville Export Republican Committee,1942.5
35065,Russell James Edwards,1942.5
35066,John Francis Hanley,1942.5
35067,Joseph Charles Valenti,1942.5
35068,Viet Dung Nguyen,1941.5
35069,Journey Christian Church,1940.5
35070,Falck USA,1940.5
35071,Committee to Elect Walter Smith,1940.5
35072,Friends of Esther Lemus for Town Council ,1940.5
35073,Brittany N Ramos,1939.5
35074,CINDY SIEGEL FOR CONGRESS,1939.5
35075,Kenneth Rollin Elliott,1939.5
35076,Angie Barill Campaign,1938.5
35077,"Family Service of Rhode Island, Inc.",1938.5
35078,"STARFISH PROJECT, INCORPORATED",1938.5
35079,Be Love LLC,1937.5
35080,Friends of Paul Beckman,1936.5
35081,Edward Potosnak,1935.5
35082,"EVERY CHILD BY TWO, INC.",1934.5
35083,AdGeeks,1933.5
35084,Ramona M Sullivan,1933.5
35085,Dr. Larry Sylvester for School Board,1933.5
35086,Philip Anthony Griffin,1933.5
35087,Right American Way.,1932.5
35088,Brian Evans,1932.5
35089,Peter Arthur Meyers,1932.5
35090,Elaine Van Speybroeck Carmichael,1932.5
35091,Brian Mcmanus Mcmanus,1932.5
35092,"NEW SCHOOLS FOR NEW ORLEANS, INC.",1932.5
35093,Stuart Vincent Neal,1932.5
35094,Ageras USA Inc.,1931.5
35095,UpNext,1931.5
35096,Don't Just Matter,1930.5
35097,Joey Brunelle,1930.5
35098,Teri Autry Kokinda,1930.5
35099,The National Maverick,1930.5
35100,Jesse Thorne Lee,1930.5
35101,WE WIN LLC,1930.5
35102,Kristen Laura Weitz Rydstrom,1930.5
35103,Willes Lee,1930.5
35104,ONE TAX FOR ALL,1930.5
35105,City of Warsaw,1930.5
35106,Amanda Kealoha Chu,1930.5
35107,Roseville Councilmember Bruce Houdesheldt,1930.5
35108,Robert Soren Rogers Coats,1930.5
35109,Zachary K Roberts,1930.5
35110,Cesar Jesus Alberto,1930.5
35111,Wisconsin Institute for Public Policy and Service,1930.5
35112,Andrei Stanislavovich Smyk,1930.5
35113,Gene G Glotzer,1930.5
35114,Robert Stanley Spalding,1930.5
35115,Scott Melvin Green,1930.5
35116,Fox for Summit Council,1930.5
35117,Jack J Phillips,1930.5
35118,Child Protection Center Inc,1930.5
35119,Friends of Byron Sigcho Lopez,1930.5
35120,Kathleen Marie Wong,1930.5
35121,Campaign to Elect April Alsup to D5 School Board,1930.5
35122,LaTisa Brooks for City Council,1930.5
35123,Cathy Boyd for Delta City Council,1930.5
35124,Melissa Marian Brown Blaeuer,1930.5
35125,Lynn Teresa Matchett,1930.5
35126,The Michelle Mortensen Show ,1930.5
35127,League of Women Voters of Lane County,1930.5
35128,The Republican Party of Shelby County,1930.5
35129,Steve Gardner for Kandiyohi County Commissioner,1930.5
35130,Sorrell for OPS,1930.5
35131,Friends of Amber Hahn,1930.5
35132,Nova Seneca Lewis,1930.5
35133,"Michele Barnard Pines for Clermont City Council, Seat 5",1930.5
35134,Alan E. Mislove,1930.5
35135,Zacharia Wahls,1930.5
35136,Hannah Freeman,1930.5
35137,Vote Norton 2020,1930.5
35138,BRYAN TERRY FOR STATE REPRESENTATIVE,1930.5
35139,Committee to Elect Angela Janes,1930.5
35140,CHRISTINE CONFORTI FOR A CONSCIOUS CONGRESS,1930.5
35141,Jasmine Andreas,1930.5
35142,"Represent Maryland, PAC",1930.5
35143,Janis Marie Strickland,1930.5
35144,Francesco Ricco Benzo,1930.5
35145,Democratic Equality Caucus of Citrus County,1930.5
35146,Walter Burton Price,1930.5
35147,Anti-Racism Political Action Committee Inc.,1930.5
35148,Jacob Matthew Lesher,1930.5
35149,Darien D Fernandez,1930.5
35150,"CONCORD COALITION CORPORATION, THE",1930.5
35151,Barika Leandra Pace,1930.5
35152,PARRIS,1930.5
35153,Harry J Benton,1930.5
35154,ByCary,1930.5
35155,Dontaye Mario Carter,1930.5
35156,Friends of Pamela Sebesky,1930.5
35157,Hawkins for Ohio,1930.5
35158,Tony Thompson 4 Davis County Recorder,1930.5
35159,Jamie Renee Bahrke,1930.5
35160,Joseph E Royce,1930.5
35161,Erik Mathew Bashian,1930.5
35162,Benjamin S Stefkovich,1930.5
35163,Lietuvos Respublikos generalinis konsulatas Los Andžele,1930.5
35164,Joel Cole for LO Schools,1930.5
35165,Congresswoman Suzanne Bonamici,1930.5
35166,Citizens For BIll Meyer,1930.5
35167,Charles Herbert Hopkins,1930.5
35168,Jacy Northup for SK School Committee,1930.5
35169,Peggy Jean Vidal,1930.5
35170,Nadine Scott,1930.5
35171,Robert Michael Abene,1930.5
35172,Kristina Agnes Paulo,1930.5
35173,NICHOLAS RYAN BROKAW-BEDAL,1930.5
35174,Kelsey Hill for City Council 2020,1930.5
35175,Charles Roger Schellpeper,1930.5
35176,Friends of Brittany Vogel,1930.5
35177,Engage Winona,1930.5
35178,"John Amarel for YCUSD Board Trustee, Area 1",1930.5
35179,Denise Villalobos,1930.5
35180,Steven M Rawlings,1930.5
35181,Count Me 2020 Coalition,1930.5
35182,Phoebe B Sherman,1930.5
35183,the louder party,1930.5
35184,John David Robertson,1930.5
35185,CTE Mike Soter ,1930.5
35186,Campaign Fund of Joe Rosh,1930.5
35187,Becca Summers Realty ,1930.5
35188,Friends of Stacey Pace,1930.5
35189,Patrick John Neschleba,1930.5
35190,"Boyd For Missouri, Nancy Giles, Treasurer",1930.5
35191,Richard Jay Feldman,1930.5
35192,Neptune City Republican Club,1930.5
35193,Friends of Ruth Ann Dickerson for Sheriff,1930.5
35194,Caren Ray Russom,1930.5
35195,Brian Daniel Voight,1930.5
35196,John T. Newman II,1930.5
35197,The Stratford Beacon,1930.5
35198,Elect Dee Daley,1930.5
35199,Hortencia Camargo,1930.5
35200,Eagle Slant,1930.5
35201,Sarah Margaret Hollinger,1930.5
35202,Pembroke.NEWS,1930.5
35203,Rylee Sheyenne Hodges,1930.5
35204,Damien Lynn Stafford,1930.5
35205,University of Pittsburgh Institute of Politics,1930.5
35206,BOY SCOUTS OF AMERICA,1930.5
35207,CHOICE REGIONAL HEALTH NETWORK,1930.5
35208,North America's Building Trades Unions,1930.5
35209,Brian Ronald Keller,1930.5
35210,Providence,1930.5
35211,Vote Trump Out Apparel,1930.5
35212,"Loud and Liberal, LLC",1930.5
35213,Douglas Rivero,1930.5
35214,Luke Alan Foster,1930.5
35215,Champaign County Libertarian Party,1930.5
35216,Juan Edgardo Baez,1930.5
35217,Aaron Dennis Winter Walker,1930.5
35218,David S Stiver,1930.5
35219,Members First,1930.5
35220,Carol Victoria Holt,1930.5
35221,MARYLAND GREEN PARTY,1930.5
35222,Friends of Holeka Inaba,1930.5
35223,Connie Lee Bills,1930.5
35224,Tundra Engraving,1930.5
